,mo_diff_ld_drc,intPayHistComp
2631,44,"[0, 0, 0, -1, -1, -1]"
2632,44,"[0, 0, 0, -1, -1, -1]"
2633,44,"[0, 0, 0, -1, -1, -1]"
2634,44,"[0, 0, 0, -1, -1, -1]"
2635,46,"[0, 0, 0, 0, 0, -1, -1, -1]"
2636,46,"[0, 0, 0, 0, 0, -1, -1, -1]"
2637,46,"[0, 0, 0, 0, 0, -1, -1, -1]"
2638,46,"[0, 0, 0, 0, 0, -1, -1, -1]"
2639,48,"[0, 0, 0, -1, -1, -1]"
2640,48,"[0, 0, 0, -1, -1, -1]"
2641,48,"[0, 0, 0, -1, -1, -1]"
2642,48,"[0, 0, 0, -1, -1, -1]"
2643,37,"[-1, 337, 306, 276, 245, 217, 186, 155, 125, -1, -1, -1, -1, -1, -1, -1]"
2644,49,"[0, 0, 0, 0, -1, -1, -1]"
2645,49,"[0, 0, 0, 0, -1, -1, -1]"
2646,49,"[0, 0, 0, 0, -1, -1, -1]"
2647,49,"[0, 0, 0, 0, -1, -1, -1]"
2648,51,"[0, 0, 0, 0, -1, -1, -1]"
2649,49,"[0, 0, 0, 0, 0, -1, -1, -1]"
2650,53,"[0, -1, 0, 0, 0, 0, 0, -1, -1, -1]"
2651,49,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2652,55,"[0, 0, -1, -1, -1]"
2653,49,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2654,49,"[0, 0, 0, 10, 0, 0, 0, 0, -1, -1, -1]"
2655,49,"[0, 0, 0, 16, 0, 0, 0, 0, -1, -1, -1]"
2656,49,"[0, 0, 0, 50, 19, 0, 0, 0, 0, -1, -1, -1]"
2657,58,"[0, -1, -1, -1]"
2658,58,"[0, -1, -1, -1]"
2659,59,"[0, 0, -1, -1, -1]"
2660,59,"[0, 0, -1, -1, -1]"
2661,59,"[0, 0, -1, -1, -1]"
2662,59,"[0, 0, -1, -1, -1]"
2663,61,"[0, -1, -1, 0, -1, -1, -1]"
2664,61,"[0, -1, -1, 0, -1, -1, -1]"
2665,62,"[0, -1, -1, -1]"
2666,49,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2667,62,"[0, -1, -1, -1]"
2668,62,"[0, -1, -1, -1]"
2669,62,"[0, -1, -1, -1]"
2670,62,"[0, -1, -1, -1]"
2671,62,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2672,13,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2673,56,"[-1, 0, 0, -1, -1, -1]"
2674,56,"[-1, 0, 0, 0, -1, -1, -1]"
2675,72,"[-1, -1, -1, 0, -1, -1, -1]"
2676,2,"[56, 25, 0, -1, -1, -1]"
2677,2,"[26, 0, 0, -1, -1, -1]"
2678,2,"[26, 0, 0, -1, -1, -1]"
2679,2,"[26, 25, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2680,2,"[0, -1, -1, -1]"
2681,5,"[0, 18, 0, -1, -1, -1]"
2682,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, -1, -1]"
2683,1,"[0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 1, 0, -1, -1, -1]"
2684,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2685,1,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2686,45,"[0, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1, 0, 150, 120, 120]"
2687,36,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2688,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2689,0,"[0, -1, -1, -1]"
2690,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2691,22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2692,-1,"[-1, -1, -1, -1, -1]"
2693,-1,"[-1, -1, -1, -1, -1]"
2694,1,"[20, -1, -1, -1]"
2695,1,"[0, 0, 0, 0, -1, -1, -1]"
2696,1,"[0, 0, 0, -1, 0, 0, -1, -1, -1]"
2697,-1,"[-1, -1, -1, -1, -1]"
2698,62,"[59, 29, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2699,4,"[-1, -1, -1, -1, -1]"
2700,6,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2701,15,"[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2702,50,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2703,3,"[0, 0, -1, -1, -1]"
2704,2,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
2705,4,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
2706,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2707,3,"[0, -1, -1, 0, 0, 0, 0, -1, -1, -1]"
2708,11,"[0, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
2709,88,"[-1, -1, -1, -1, -1]"
2710,77,"[-1, -1, -1, -1, -1, -1]"
2711,83,"[-1, -1, -1, -1]"
2712,89,"[-1, -1, -1, -1, -1, -1]"
2713,46,"[0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 46, 107, 77, 46, 17, 16, 0, 0, 0, 0, 0, -1]"
2714,3,"[0, 0, -1, -1, -1]"
2715,3,"[0, 0, 0, 0, -1, -1, -1]"
2716,1,"[-1, -1, -1, -1, -1, -1]"
2717,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2718,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2719,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2720,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2721,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2722,35,"[0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1]"
2723,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2724,24,"[-1, 0, -1, -1, -1]"
2725,35,"[-1, 0, -1, -1, -1]"
2726,29,"[-1, -1, -1, -1, 0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1]"
2727,-1,"[-1, -1, -1, -1, -1]"
2728,-1,"[-1, -1, -1, -1, -1]"
2729,2,"[26, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 23, 24, 0, -1, 0, -1, -1, -1]"
2730,2,"[24, 24, 24, 24, 26, 26, 25, 26, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2731,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2732,1,"[-1, -1, -1, -1, -1, -1]"
2733,30,"[-1, -1, -1, -1]"
2734,30,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2735,36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2736,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2737,-1,"[-1, -1, -1, -1, -1]"
2738,3,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, -1, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900]"
2739,3,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900]"
2740,1,"[180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180, 180]"
2741,155,"[96, 99, 97, 96, 98, 98, 96, 99, 98, 94, 100, 97, 98, 98, 96, 99, 95, -1, 98, 97, 97, 98, 98, 96, 99, 98, 95, 100, 95, 97, 99, 97, 96, 99, 98, 98]"
2742,104,"[-1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0]"
2743,94,"[-1, -1, -1, -1, -1, -1, 1, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1]"
2744,-1,"[-1, -1, -1, -1, -1]"
2745,-1,"[-1, -1, -1, -1, -1]"
2746,-1,"[-1, -1, -1, -1, -1]"
2747,-1,"[-1, -1, -1, -1, -1]"
2748,12,"[181, -1, -1, -1]"
2749,1,"[0, 0, 0, 0, -1, -1, -1]"
2750,4,"[0, 0, -1, -1, -1]"
2751,4,"[0, 0, -1, -1, -1]"
2752,5,"[0, 0, -1, -1, -1]"
2753,5,"[0, 0, -1, -1, -1]"
2754,6,"[0, -1, -1, -1]"
2755,6,"[0, 0, -1, -1, -1]"
2756,6,"[0, 0, -1, -1, -1]"
2757,6,"[0, 0, -1, -1, -1]"
2758,7,"[0, -1, -1, -1]"
2759,7,"[0, -1, -1, -1]"
2760,7,"[0, -1, -1, -1]"
2761,7,"[0, -1, -1, -1]"
2762,12,"[0, -1, -1, -1]"
2763,12,"[0, -1, -1, -1]"
2764,12,"[0, -1, -1, -1]"
2765,12,"[0, -1, -1, -1]"
2766,13,"[0, -1, -1, -1]"
2767,6,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2768,11,"[0, 0, -1, -1, -1]"
2769,17,"[0, -1, -1, -1]"
2770,22,"[0, -1, -1, -1]"
2771,26,"[0, -1, -1, -1]"
2772,26,"[0, -1, -1, -1]"
2773,26,"[0, -1, -1, -1]"
2774,2,"[-1, -1, -1, -1, -1]"
2775,2,"[-1, -1, -1, -1, -1]"
2776,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2777,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2778,12,"[0, 0, 0, 0, 0, 209, 179, 148, 134, 87, 59, 28, 27, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2779,30,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2780,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0]"
2781,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0]"
2782,38,"[-1, -1, -1, -1]"
2783,30,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2784,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]"
2785,45,"[-1, -1, -1, -1, -1]"
2786,47,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2787,57,"[-1, -1, -1, -1]"
2788,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2789,52,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2790,57,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2791,57,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2792,81,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2793,89,"[-1, -1, -1, -1, -1]"
2794,82,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2795,58,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2796,70,"[-1, -1, -1, -1, -1, -1]"
2797,18,"[0, 148, -1, -1, -1]"
2798,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 601, 587, -1, 512, 481, 450, 420, 389, 359, 328, 297, 267, 236, 206, 175, 147, 116, 85, 55, 24, 0, 25]"
2799,49,"[0, 0, 0, 0, 79, 50, 19, 0, 0, 0, 0, -1, -1, -1]"
2800,60,"[0, -1, -1, -1]"
2801,61,"[0, -1, -1, 0, -1, -1, -1]"
2802,61,"[0, -1, -1, 0, -1, -1, -1]"
2803,61,"[0, -1, -1, 0, -1, -1, -1]"
2804,56,"[-1, 0, 158, 127, 97, -1, -1, -1]"
2805,66,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
2806,1,"[0, 0, 0, 0, 30, 0, 0, 0, -1, -1, -1]"
2807,3,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2808,13,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2809,55,"[0, -1, -1, 0, -1, -1, -1]"
2810,93,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2811,1,"[0, 0, 0, 0, -1, -1, -1]"
2812,2,"[0, 0, 0, 9, 11, 0, 0, 0, 0, 11, 0, 0, -1, -1, -1]"
2813,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2814,16,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2815,2,"[0, 0, 0, 19, 21, 0, 0, 0, 0, 52, 21, 20, 21, 0, 21, 0, 21, 21, 0, 0, 51, 52, 21]"
2816,22,"[-1, -1, -1, -1, -1, -1, -1, -1]"
2817,22,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2818,13,"[0, 16, 15, 16, 0, 16, 16, 0, 0, 46, 77, 16, -1, -1, -1]"
2819,34,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2820,41,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2821,50,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2822,46,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2823,50,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2824,62,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2825,62,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2826,6,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, -1, 900, 900, 900, 900, 900, -1, -1, 900, 900, 900, 900, 900, 900, 900, -1]"
2827,2,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, -1, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900]"
2828,1,"[852, 822, 791, 761, 730, 701, 670, 639, 609, 578, 548, 517, 486, 456, 425, 395, 364, 336, 305, 274, 244, 213, 183, 152, 121, 91, 60, 30, 0, 0, 0, 0, 0, 0, 0, 0]"
2829,30,"[0, 63, 32, 2, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2830,90,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, -1, -1, -1]"
2831,104,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2832,1,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2833,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2834,-1,"[-1, -1, -1, -1, -1]"
2835,2,"[0, 57, 27, 25, 27, 27, 26, 27, 26, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2836,-1,"[-1, -1, -1, -1, -1]"
2837,-1,"[-1, -1, -1, -1, -1]"
2838,2,"[229, 198, 168, -1, 108, 77, 46, 16, 0, 0, -1, -1, -1]"
2839,1,"[29, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, -1, -1]"
2840,1,"[29, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, -1, -1]"
2841,2,"[0, 0, 0, 0, -1, -1, -1]"
2842,8,"[0, 0, -1, -1, -1]"
2843,9,"[0, -1, -1, -1]"
2844,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2845,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2846,9,"[0, 0, 0, 0, -1, -1, -1]"
2847,11,"[0, 0, 0, 0, -1, -1, -1]"
2848,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2849,10,"[0, 80, 49, 18, 0, 0, 0, 0, 0, -1, -1, -1]"
2850,10,"[0, 80, 49, 18, 0, 0, 0, 0, 0, -1, -1, -1]"
2851,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2852,20,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2853,17,"[0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2854,36,"[0, 0, 0, -1, -1, -1]"
2855,37,"[0, 0, -1, -1, -1]"
2856,38,"[0, 0, -1, -1, -1]"
2857,38,"[0, 0, -1, -1, -1]"
2858,35,"[0, 60, 0, 0, 0, 0, -1, -1, -1]"
2859,39,"[0, 0, -1, -1, -1]"
2860,39,"[0, 0, -1, -1, -1]"
2861,43,"[0, 0, -1, -1, -1]"
2862,41,"[0, 0, 0, 0, 0, -1, -1, -1]"
2863,43,"[0, 0, 0, -1, -1, -1]"
2864,40,"[0, 61, 0, 0, 0, 0, -1, -1, -1]"
2865,45,"[0, 0, 0, -1, -1, -1]"
2866,45,"[0, 0, 0, -1, -1, -1]"
2867,46,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
2868,46,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
2869,45,"[0, 0, 0, 11, 0, 0, 0, -1, -1, -1]"
2870,51,"[0, 0, 0, -1, -1, -1]"
2871,50,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
2872,54,"[0, 0, 0, 32, 1, 0, 0, -1, -1, -1]"
2873,59,"[0, 0, -1, -1, -1]"
2874,63,"[0, -1, -1, -1]"
2875,57,"[-1, 0, 0, -1, -1, -1]"
2876,177,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2877,1,"[900, 881, 850, 820, 789, 760, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, -1, -1, -1, -1, -1, -1]"
2878,51,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2879,4,"[0, 0, 0, -1, -1, -1]"
2880,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2881,-1,"[-1, -1, -1, -1, -1]"
2882,-1,"[-1, -1, -1, -1, -1]"
2883,-1,"[-1, -1, -1, -1, -1]"
2884,1,"[0, 28, 0, 0, 0, 0, -1, -1, -1]"
2885,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 0]"
2886,1,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2887,5,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2888,1,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
2889,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2890,2,"[0, 0, 0, 0, 0, 0, 0, -1, 0, -1, -1, -1]"
2891,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2892,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2893,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, -1, -1, -1]"
2894,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2895,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 27, 0, -1, -1, -1]"
2896,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2897,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2898,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]"
2899,22,"[0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1]"
2900,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2901,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2902,2,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2903,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2904,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2905,45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2906,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2907,51,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
2908,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2909,2,"[53, 53, 56, 53, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2910,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2911,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2912,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2913,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2914,17,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2915,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2916,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2917,21,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2918,22,"[0, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2919,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2920,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2921,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2922,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
2923,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2924,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2925,39,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
